stitch_flat_id,label_umls_id,detection_method,label_concept_name,meddra_concept_type,meddra_umls_id,indication_name,sider_version
CID100002118,C0231530,text_mention,Muscle twitch,PT,C0231530,Muscle twitching,4.1
CID100002118,C0027497,text_mention,Nausea,PT,C0027497,Nausea,4.1
CID100002118,C0563270,text_mention,Shaky feelings,PT,C0027769,Nervousness,4.1
CID100002118,C0234238,text_mention,Ache,PT,C0030193,Pain,4.1
CID100002118,C0030252,text_mention,Palpitations,PT,C0030252,Palpitations,4.1
CID100002118,C0086769,NLP_indication,Panic Attacks,PT,C0086769,Panic attack,4.1
CID100002118,C0030319,NLP_indication,Panic Disorder,PT,C0030319,Panic disorder,4.1
CID100002118,C0030554,text_mention,Paresthesia,PT,C0030554,Paraesthesia,4.1
CID100002118,C0349231,NLP_indication,Phobic anxiety disorder,PT,C0349231,Phobia,4.1
CID100002118,C0564500,text_mention,Phobic avoidance,PT,C0564500,Phobic avoidance,4.1
CID100002118,C0728899,text_mention,Intoxication,PT,C0032343,Poisoning,4.1
CID100002118,C0042023,text_mention,Increased frequency of micturition,PT,C0042023,Pollakiuria,4.1
CID100002118,C0038436,NLP_precondition,Post-Traumatic Stress Disorder,PT,C0038436,Post-traumatic stress disorder,4.1
CID100002118,C0028643,text_mention,Numbness,PT,C0278134,Sensory loss,4.1
CID100002118,C0039070,text_mention,Syncope,PT,C0036974,Shock,4.1
CID100002118,C0031572,text_mention,"Phobia, Social",PT,C0031572,Social phobia,4.1
CID100002118,C0740858,text_mention,Substance abuse problem,PT,C0740858,Substance abuse,4.1
CID100002118,C0039070,text_mention,Syncope,PT,C0039070,Syncope,4.1
CID100002118,C0039231,text_mention,Tachycardia,PT,C0039231,Tachycardia,4.1
CID100002118,C0234233,text_mention,Sore to touch,PT,C0234233,Tenderness,4.1
CID100002118,C0233494,text_mention,Tension,PT,C0233494,Tension,4.1
CID100002118,C0234369,text_mention,Trembling,PT,C0040822,Tremor,4.1
CID100002123,C0278689,text_mention,Ovarian epithelial cancer recurrent,PT,C0278689,Ovarian epithelial cancer recurrent,4.1
CID100002130,C0007020,text_mention,Carbon Monoxide Poisoning,PT,C0007020,Carbon monoxide poisoning,4.1
CID100002130,C0877854,text_mention,Cerebral Arteriosclerosis,PT,C0877854,Cerebral arteriosclerosis,4.1
CID100002130,C0264220,text_mention,Chronic respiratory disease,PT,C0264220,Chronic respiratory disease,4.1
CID100002130,C0034072,text_mention,Cor pulmonale,PT,C0034072,Cor pulmonale,4.1
CID100002130,C0011849,text_mention,Diabetes Mellitus,PT,C0011849,Diabetes mellitus,4.1
CID100002130,C0242656,text_mention,Disease Progression,PT,C0242656,Disease progression,4.1
CID100002130,C0085393,text_mention,Immunocompromised Host,PT,C0021051,Immunodeficiency,4.1
CID100002130,C0009450,NLP_indication,Communicable Diseases,PT,C0009450,Infection,4.1
CID100002130,C0021400,NLP_indication,Influenza,PT,C0021400,Influenza,4.1
CID100002130,C0221423,NLP_indication,Illness (finding),PT,C0231218,Malaise,4.1
CID100002130,C0027868,text_mention,Neuromuscular Diseases,PT,C0027868,Neuromyopathy,4.1
CID100002130,C0030567,NLP_indication,Parkinson Disease,PT,C0030567,Parkinson's disease,4.1
CID100002130,C0030567,NLP_indication,Parkinson Disease,PT,C0242422,Parkinsonism,4.1
CID100002130,C0032285,text_mention,Pneumonia,PT,C0032285,Pneumonia,4.1
CID100002130,C0728899,text_mention,Intoxication,PT,C0032343,Poisoning,4.1
CID100002130,C1565489,text_mention,Renal Insufficiency,PT,C0035078,Renal failure,4.1
CID100002130,C1565489,text_mention,Renal Insufficiency,PT,C1565489,Renal impairment,4.1
CID100002130,C0035243,text_mention,Respiratory Tract Infections,PT,C0035243,Respiratory tract infection,4.1
CID100002130,C0042769,text_mention,Virus Diseases,PT,C0042769,Viral infection,4.1
CID100002133,C0011615,NLP_indication,"Dermatitis, Atopic",PT,C0011615,Dermatitis atopic,4.1
CID100002133,C0027822,NLP_indication,Neurodermatitis,PT,C0027822,Neurodermatitis,4.1
CID100002133,C0033860,text_mention,Psoriasis,PT,C0033860,Psoriasis,4.1
CID100002133,C0037274,NLP_indication,Dermatologic disorders,PT,C0037274,Skin disorder,4.1
CID100002140,C0002940,text_mention,Aneurysm,PT,C0002940,Aneurysm,4.1
CID100002140,C0003857,text_mention,Congenital arteriovenous malformation,PT,C0003857,Arteriovenous malformation,4.1
CID100002140,C0004114,text_mention,Astrocytoma,PT,C0004114,Astrocytoma,4.1
CID100002140,C0007785,text_mention,Cerebral Infarction,PT,C0007785,Cerebral infarction,4.1
CID100002140,C0010276,text_mention,Craniopharyngioma,PT,C0010276,Craniopharyngioma,4.1
CID100002140,C0014474,text_mention,Ependymoma,PT,C0014474,Ependymoma,4.1
CID100002140,C0206660,text_mention,Germinoma,PT,C0740345,Germ cell cancer,4.1
CID100002140,C0017636,text_mention,Glioblastoma,PT,C0017636,Glioblastoma,4.1
CID100002140,C0017638,text_mention,Glioma,PT,C0017638,Glioma,4.1
CID100002140,C0018944,text_mention,Hematoma,PT,C0018944,Haematoma,4.1
CID100002140,C0020517,NLP_precondition,Hypersensitivity,PT,C0020517,Hypersensitivity,4.1
CID100002140,C0021308,text_mention,Infarction,PT,C0021308,Infarction,4.1
CID100002140,C0009450,text_mention,Communicable Diseases,PT,C0009450,Infection,4.1
CID100002140,C0555198,text_mention,Malignant Glioma,PT,C0555198,Malignant glioma,4.1
CID100002140,C0025149,text_mention,Medulloblastoma,PT,C0025149,Medulloblastoma,4.1
CID100002140,C0025286,text_mention,Meningioma,PT,C0025286,Meningioma,4.1
CID100002140,C0027651,text_mention,Neoplasms,PT,C0027651,Neoplasm,4.1
CID100002140,C0006826,text_mention,Malignant Neoplasms,PT,C0006826,Neoplasm malignant,4.1
CID100002140,C0027858,text_mention,Neuroma,PT,C0027858,Neuroma,4.1
CID100002140,C0031941,text_mention,Pineal Gland Neoplasm,PT,C0031941,Pinealoma,4.1
CID100002140,C0032000,text_mention,Pituitary Adenoma,PT,C0496901,Pituitary tumour benign,4.1
CID100002140,C0178879,text_mention,Urinary tract obstruction,PT,C0178879,Urinary tract obstruction,4.1
CID100002141,C0015967,text_mention,Fever,PT,C0015967,Body temperature increased,4.1
CID100002141,C0043352,NLP_indication,Xerostomia,PT,C0043352,Dry mouth,4.1
CID100002141,C0009450,NLP_indication,Communicable Diseases,PT,C0009450,Infection,4.1
CID100002141,C0858744,text_mention,Infection induced,PT,C0009450,Infection,4.1
CID100002141,C0006826,NLP_indication,Malignant Neoplasms,PT,C0006826,Neoplasm malignant,4.1
CID100002141,C0595916,NLP_indication,Nephropathy toxic,PT,C0595916,Nephropathy toxic,4.1
CID100002141,C0599918,text_mention,Nephrotoxicity,PT,C0595916,Nephropathy toxic,4.1
CID100002141,C0027947,NLP_indication,Neutropenia,PT,C0027947,Neutropenia,4.1
CID100002141,C0007131,NLP_indication,Non-Small Cell Lung Carcinoma,PT,C0007131,Non-small cell lung cancer,4.1
CID100002141,C1140680,NLP_indication,Malignant neoplasm of ovary,PT,C1140680,Ovarian cancer,4.1
CID100002142,C1112209,text_mention,Intraabdominal Infections,PT,C1112209,Abdominal infection,4.1
CID100002142,C0684256,NLP_indication,Bacterial sepsis,PT,C0684256,Bacterial sepsis,4.1
CID100002142,C0009450,NLP_indication,Communicable Diseases,PT,C0009450,Infection,4.1
CID100002142,C0025289,text_mention,Meningitis,PT,C0025289,Meningitis,4.1
CID100002142,C0031154,text_mention,Peritonitis,PT,C0031154,Peritonitis,4.1
CID100002142,C1565489,NLP_precondition,Renal Insufficiency,PT,C0035078,Renal failure,4.1
CID100002142,C1565489,NLP_precondition,Renal Insufficiency,PT,C1565489,Renal impairment,4.1
CID100002142,C0456103,text_mention,Sepsis neonatal,PT,C0456103,Sepsis neonatal,4.1
CID100002142,C0038160,NLP_indication,Staphylococcal Infections,PT,C0038160,Staphylococcal infection,4.1
CID100002142,C0262655,text_mention,Recurrent urinary tract infection,PT,C0042029,Urinary tract infection,4.1
CID100002145,C0206667,text_mention,Adrenal Cortical Adenoma,PT,C0206667,Adrenal adenoma,4.1
CID100002145,C1370740,text_mention,Adrenal carcinoma,PT,C0750887,Adrenal gland cancer,4.1
CID100002145,C0010481,NLP_indication,Cushing Syndrome,PT,C0010481,Cushing's syndrome,4.1
CID100002145,C1621895,text_mention,Adrenal hyperplasia,PT,C0001622,Hyperadrenocorticism,4.1
CID100002145,C0027651,text_mention,Neoplasms,PT,C0027651,Neoplasm,4.1
CID100002145,C0006826,NLP_precondition,Malignant Neoplasms,PT,C0006826,Neoplasm malignant,4.1
CID100002145,C0221406,text_mention,Pituitary-dependent Cushing's disease,PT,C0221406,Pituitary-dependent Cushing's syndrome,4.1
CID100002153,C0004096,NLP_indication,Asthma,PT,C0004096,Asthma,4.1
CID100002153,C0024117,NLP_precondition,Chronic Obstructive Airway Disease,PT,C0085129,Bronchial hyperreactivity,4.1
CID100002153,C0008677,NLP_indication,"Bronchitis, Chronic",PT,C0008677,Bronchitis chronic,4.1
CID100002153,C0006266,NLP_indication,Bronchial Spasm,PT,C0006266,Bronchospasm,4.1
CID100002153,C0024117,NLP_precondition,Chronic Obstructive Airway Disease,PT,C0024117,Chronic obstructive pulmonary disease,4.1
CID100002153,C0034067,NLP_indication,Pulmonary Emphysema,PT,C0034067,Emphysema,4.1
CID100002153,C0020550,NLP_precondition,Hyperthyroidism,PT,C0020550,Hyperthyroidism,4.1
CID100002153,C0024115,NLP_indication,Lung diseases,PT,C0024115,Lung disorder,4.1
CID100002156,C0424295,NLP_precondition,Hyperactive behavior,PT,C0085631,Agitation,4.1
CID100002156,C0003811,text_mention,Cardiac Arrhythmia,PT,C0003811,Arrhythmia,4.1
CID100002156,C0004096,NLP_precondition,Asthma,PT,C0004096,Asthma,4.1
CID100002156,C0155709,text_mention,Atrial fibrillation and flutter,PT,C0004238,Atrial fibrillation,4.1
CID100002156,C0687133,text_mention,Drug Interactions,PT,C0687133,Drug interaction,4.1
CID100002156,C0424295,NLP_precondition,Hyperactive behavior,PT,C0424295,Hyperkinesia,4.1
CID100002156,C0034069,NLP_precondition,Pulmonary Fibrosis,PT,C0034069,Pulmonary fibrosis,4.1
CID100002156,C1145670,NLP_precondition,Respiratory Failure,PT,C1145670,Respiratory failure,4.1
CID100002156,C0428908,NLP_precondition,Sinus Node Dysfunction (disorder),PT,C0003813,Sinus arrhythmia,4.1
CID100002156,C0011071,text_mention,Sudden death,PT,C0011071,Sudden death,4.1
CID100002156,C0080203,text_mention,Tachyarrhythmia,PT,C0080203,Tachyarrhythmia,4.1
CID100002156,C0085612,NLP_indication,Ventricular arrhythmia,PT,C0085612,Ventricular arrhythmia,4.1
CID100002156,C0042510,NLP_indication,Ventricular Fibrillation,PT,C0042510,Ventricular fibrillation,4.1
CID100002156,C1739149,text_mention,Recurrent ventricular fibrillation,PT,C0042510,Ventricular fibrillation,4.1
CID100002156,C0042514,NLP_indication,"Tachycardia, Ventricular",PT,C0042514,Ventricular tachycardia,4.1
CID100002156,C0043202,text_mention,Wolff-Parkinson-White Syndrome,PT,C0043202,Wolff-Parkinson-White syndrome,4.1
CID100002159,C0233469,NLP_indication,Blunted affect,PT,C0233469,Blunted affect,4.1
CID100002159,C0011253,NLP_indication,Delusions,PT,C0011253,Delusion,4.1
CID100002159,C0018524,NLP_indication,Hallucinations,PT,C0018524,Hallucination,4.1
CID100002159,C0036341,NLP_precondition,Schizophrenia,PT,C0036341,Schizophrenia,4.1
CID100002159,C0221765,text_mention,Chronic schizophrenia,PT,C0036341,Schizophrenia,4.1
CID100002159,C0424095,NLP_indication,Social withdrawal,PT,C0855237,Social avoidant behaviour,4.1
CID100002160,C0086132,NLP_indication,Depressive Symptoms,PT,C0086132,Depressive symptom,4.1
CID100002160,C0014394,NLP_precondition,Enuresis,PT,C0014394,Enuresis,4.1
CID100002160,C0270327,text_mention,Bedwetting,PT,C0014394,Enuresis,4.1
CID100002160,C0011573,text_mention,Endogenous depression,PT,C1269683,Major depression,4.1
CID100002160,C1269683,NLP_indication,Major Depressive Disorder,PT,C1269683,Major depression,4.1
CID100002161,C0038363,NLP_precondition,Aphthous Stomatitis,PT,C0038363,Aphthous stomatitis,4.1
CID100002162,C0027051,NLP_indication,Myocardial Infarction,PT,C0948089,Acute coronary syndrome,4.1
CID100002162,C0002962,NLP_indication,Angina Pectoris,PT,C0002962,Angina pectoris,4.1
CID100002162,C0235462,text_mention,Anginal attack,PT,C0002962,Angina pectoris,4.1
CID100002162,C0010073,text_mention,Coronary Artery Vasospasm,PT,C0010073,Arteriospasm coronary,4.1
CID100002162,C0024117,NLP_precondition,Chronic Obstructive Airway Disease,PT,C0085129,Bronchial hyperreactivity,4.1
CID100002162,C0018801,NLP_indication,Heart failure,PT,C0018801,Cardiac failure,4.1
CID100002162,C0018802,NLP_precondition,Congestive heart failure,PT,C0018802,Cardiac failure congestive,4.1
CID100002162,C0024117,NLP_precondition,Chronic Obstructive Airway Disease,PT,C0024117,Chronic obstructive pulmonary disease,4.1
CID100002162,C1956346,text_mention,Coronary Artery Disease,PT,C1956346,Coronary artery disease,4.1
CID100002162,C0011849,NLP_precondition,Diabetes Mellitus,PT,C0011849,Diabetes mellitus,4.1
CID100002162,C0011881,text_mention,Diabetic Nephropathy,PT,C0011881,Diabetic nephropathy,4.1
CID100002162,C0520887,text_mention,ST segment depression (finding),PT,C0520887,Electrocardiogram ST segment depression,4.1
CID100002162,C0020473,text_mention,Hyperlipidemia,PT,C0020473,Hyperlipidaemia,4.1
CID100002162,C0020538,NLP_indication,Hypertensive disease,PT,C0020538,Hypertension,4.1
CID100002162,C0020649,NLP_indication,Hypotension,PT,C0020649,Hypotension,4.1
CID100002162,C0745176,text_mention,Acute hypotension,PT,C0020649,Hypotension,4.1
CID100002162,C0027051,NLP_indication,Myocardial Infarction,PT,C0027051,Myocardial infarction,4.1
CID100002162,C0151744,NLP_indication,Myocardial Ischemia,PT,C0151744,Myocardial ischaemia,4.1
CID100002162,C0085096,NLP_precondition,Peripheral Vascular Diseases,PT,C0085096,Peripheral vascular disorder,4.1
CID100002162,C0002963,NLP_indication,"Angina Pectoris, Variant",PT,C0002963,Prinzmetal angina,4.1
CID100002162,C0034063,NLP_indication,Pulmonary Edema,PT,C0034063,Pulmonary oedema,4.1
CID100002162,C1258192,text_mention,Total Peripheral Resistance,PT,C1258192,Vascular resistance systemic,4.1
CID100002162,C0085616,text_mention,Vasospasm,PT,C0085616,Vasospasm,4.1
CID100002163,C0917801,NLP_indication,Sleeplessness,PT,C0917801,Insomnia,4.1
CID100002168,C0040261,text_mention,Onychomycosis,PT,C0040261,Onychomycosis,4.1
CID100002168,C1325847,NLP_precondition,Sensitisation,PT,C1325847,Sensitisation,4.1
CID100002170,C0085631,text_mention,Agitation,PT,C0085631,Agitation,4.1
CID100002170,C0003467,text_mention,Anxiety,PT,C0003467,Anxiety,4.1
CID100002170,C0011570,text_mention,Mental Depression,PT,C0011570,Depression,4.1
CID100002170,C0011581,NLP_indication,Depressive disorder,PT,C0011570,Depression,4.1
CID100002170,C0086132,NLP_indication,Depressive Symptoms,PT,C0086132,Depressive symptom,4.1
CID100002170,C0011581,NLP_indication,Depressive disorder,PT,C0013415,Dysthymic disorder,4.1
CID100002170,C0033975,text_mention,Psychotic Disorders,PT,C0033975,Psychotic disorder,4.1
CID100002171,C0004096,NLP_precondition,Asthma,PT,C0004096,Asthma,4.1
CID100002171,C0004610,NLP_indication,Bacteremia,PT,C0004610,Bacteraemia,4.1
CID100002171,C0013295,NLP_indication,Duodenal Ulcer,PT,C0013295,Duodenal ulcer,4.1
CID100002171,C0014118,NLP_indication,Endocarditis,PT,C0014118,Endocarditis,4.1
CID100002171,C0014121,NLP_indication,Bacterial Endocarditis,PT,C0014121,Endocarditis bacterial,4.1
CID100002171,C0014836,text_mention,Escherichia coli Infections,PT,C0854326,Escherichia infection,4.1
CID100002171,C0018081,text_mention,Gonorrhea,PT,C0018081,Gonorrhoea,4.1
CID100002171,C0020517,NLP_precondition,Hypersensitivity,PT,C0020517,Hypersensitivity,4.1
CID100002171,C0007194,text_mention,Hypertrophic Cardiomyopathy,PT,C0007194,Hypertrophic cardiomyopathy,4.1
CID100002171,C0009450,NLP_indication,Communicable Diseases,PT,C0009450,Infection,4.1
CID100002171,C0021345,NLP_precondition,Infectious Mononucleosis,PT,C0021345,Infectious mononucleosis,4.1
CID100002171,C0021368,text_mention,Inflammation,PT,C0021368,Inflammation,4.1
CID100002171,C0026267,text_mention,Mitral Valve Prolapse Syndrome,PT,C0026267,Mitral valve prolapse,4.1
CID100002171,C0031350,NLP_indication,Pharyngitis,PT,C0031350,Pharyngitis,4.1
CID100002171,C2004489,text_mention,Regurgitation,PT,C2004489,Regurgitation,4.1
CID100002171,C1565489,NLP_precondition,Renal Insufficiency,PT,C0035078,Renal failure,4.1
CID100002171,C0232807,text_mention,Function kidney decreased,PT,C1565489,Renal impairment,4.1
CID100002171,C1565489,NLP_precondition,Renal Insufficiency,PT,C1565489,Renal impairment,4.1
CID100002171,C0018621,NLP_precondition,Hay fever,PT,C1322281,Rhinitis seasonal,4.1
CID100002171,C0018621,NLP_precondition,Hay fever,PT,C0018621,Seasonal allergy,4.1
CID100002171,C0040425,NLP_indication,Tonsillitis,PT,C0040425,Tonsillitis,4.1
CID100002171,C0042109,NLP_precondition,Urticaria,PT,C0042109,Urticaria,4.1
CID100002173,C0004096,NLP_precondition,Asthma,PT,C0004096,Asthma,4.1
CID100002173,C0036685,text_mention,"Septicaemia due to gram-negative organism, unspecified",PT,C0684256,Bacterial sepsis,4.1
CID100002173,C0013369,text_mention,Dysentery,PT,C0013369,Dysentery,4.1
CID100002173,C0014118,text_mention,Endocarditis,PT,C0014118,Endocarditis,4.1
CID100002173,C1264613,text_mention,Gastrointestinal infection,PT,C1264613,Gastrointestinal infection,4.1
CID100002173,C0018081,text_mention,Gonorrhea,PT,C0018081,Gonorrhoea,4.1
CID100002173,C0020517,NLP_precondition,Hypersensitivity,PT,C0020517,Hypersensitivity,4.1
CID100002173,C0009450,NLP_indication,Communicable Diseases,PT,C0009450,Infection,4.1
CID100002173,C0025289,text_mention,Meningitis,PT,C0025289,Meningitis,4.1
CID100002173,C0085437,text_mention,"Meningitis, Bacterial",PT,C0085437,Meningitis bacterial,4.1
CID100002173,C0348801,text_mention,Group B streptococcal pneumonia,PT,C0155862,Pneumonia streptococcal,4.1
CID100002173,C0035243,text_mention,Respiratory Tract Infections,PT,C0035243,Respiratory tract infection,4.1
CID100002173,C0018621,NLP_precondition,Hay fever,PT,C1322281,Rhinitis seasonal,4.1
CID100002173,C0018621,NLP_precondition,Hay fever,PT,C0018621,Seasonal allergy,4.1
CID100002173,C0036690,text_mention,Septicemia,PT,C0243026,Sepsis,4.1
CID100002173,C3665800,text_mention,Streptococcal endocarditis,PT,C3665800,Streptococcal endocarditis,4.1
CID100002173,C0041466,text_mention,Typhoid Fever,PT,C0041466,Typhoid fever,4.1
CID100002173,C0042029,text_mention,Urinary tract infection,PT,C0042029,Urinary tract infection,4.1
CID100002173,C0042109,NLP_precondition,Urticaria,PT,C0042109,Urticaria,4.1
CID100002177,C0015230,NLP_precondition,Exanthema,PT,C0011603,Dermatitis,4.1
CID100002177,C0242656,text_mention,Disease Progression,PT,C0242656,Disease progression,4.1
CID100002177,C0021051,NLP_indication,Immunologic Deficiency Syndromes,PT,C0021051,Immunodeficiency,4.1
CID100002177,C0009450,NLP_indication,Communicable Diseases,PT,C0009450,Infection,4.1
CID100002177,C0015230,NLP_precondition,Exanthema,PT,C0015230,Rash,4.1
CID100002179,C0020621,NLP_precondition,Hypokalemia,PT,C0020621,Hypokalaemia,4.1
CID100002179,C0023418,NLP_indication,leukemia,PT,C0023418,Leukaemia,4.1
CID100002182,C0040028,text_mention,"Thrombocythemia, Essential",PT,C0040028,Essential thrombocythaemia,4.1
CID100002182,C0027022,NLP_indication,Myeloproliferative disease,PT,C0027022,Myeloproliferative disorder,4.1
CID100002182,C0836924,NLP_indication,Thrombocytosis,PT,C0836924,Thrombocytosis,4.1
CID100002182,C0040053,NLP_indication,Thrombosis,PT,C0040053,Thrombosis,4.1
CID100002187,C0002994,NLP_precondition,Angioedema,PT,C0002994,Angioedema,4.1
CID100002187,C0006142,NLP_indication,Malignant neoplasm of breast,PT,C0006142,Breast cancer,4.1
CID100002187,C0278488,text_mention,Carcinoma breast stage IV,PT,C0278488,Breast cancer stage IV,4.1
CID100002187,C0242656,NLP_indication,Disease Progression,PT,C0242656,Disease progression,4.1
CID100002187,C0014742,NLP_precondition,Erythema Multiforme,PT,C0014742,Erythema multiforme,4.1
CID100002187,C0025320,text_mention,Menopause,PT,C0025320,Menopause,4.1
CID100002187,C0151744,NLP_precondition,Myocardial Ischemia,PT,C0151744,Myocardial ischaemia,4.1
CID100002215,C0030567,NLP_indication,Parkinson Disease,PT,C0030567,Parkinson's disease,4.1
CID100002215,C0030567,NLP_indication,Parkinson Disease,PT,C0242422,Parkinsonism,4.1
CID100002216,C0039242,text_mention,Tachyphylaxis,PT,C0039242,Tachyphylaxis,4.1
CID100002232,C0155626,NLP_precondition,Acute myocardial infarction,PT,C0155626,Acute myocardial infarction,4.1
CID100002232,C0272285,NLP_indication,Heparin-induced thrombocytopenia,PT,C0272285,Heparin-induced thrombocytopenia,4.1
CID100002232,C0040053,NLP_indication,Thrombosis,PT,C0040053,Thrombosis,4.1
CID100002244,C0027051,NLP_indication,Myocardial Infarction,PT,C0948089,Acute coronary syndrome,4.1
CID100002244,C0155626,NLP_indication,Acute myocardial infarction,PT,C0155626,Acute myocardial infarction,4.1
CID100002244,C0002965,NLP_indication,"Angina, Unstable",PT,C0002962,Angina pectoris,4.1
CID100002244,C0002965,NLP_indication,"Angina, Unstable",PT,C0002965,Angina unstable,4.1
CID100002244,C0003864,text_mention,Arthritis,PT,C0003864,Arthritis,4.1
CID100002244,C0015967,NLP_indication,Fever,PT,C0015967,Body temperature increased,4.1
CID100002244,C0006444,text_mention,Bursitis,PT,C0006444,Bursitis,4.1
CID100002244,C0018799,NLP_precondition,Heart Diseases,PT,C0018799,Cardiac disorder,4.1
CID100002244,C0007785,NLP_indication,Cerebral Infarction,PT,C0007785,Cerebral infarction,4.1
CID100002244,C0038454,text_mention,Cerebrovascular accident,PT,C0038454,Cerebrovascular accident,4.1
CID100002244,C0013390,text_mention,Dysmenorrhea,PT,C0013390,Dysmenorrhoea,4.1
CID100002244,C1861172,NLP_indication,Venous Thromboembolism,PT,C0340726,Embolism venous,4.1
CID100002244,C0016658,text_mention,Fracture,PT,C0016658,Fracture,4.1
CID100002244,C0018681,text_mention,Headache,PT,C0018681,Headache,4.1
CID100002244,C0021368,NLP_indication,Inflammation,PT,C0021368,Inflammation,4.1
CID100002244,C0021400,NLP_indication,Influenza,PT,C0021400,Influenza,4.1
CID100002244,C3263723,text_mention,Traumatic injury,PT,C3263723,Injury,4.1
CID100002244,C0038045,text_mention,Sprain,PT,C0435002,Ligament sprain,4.1
CID100002244,C0149931,NLP_indication,Migraine Disorders,PT,C0149931,Migraine,4.1
CID100002244,C0016658,text_mention,Fracture,PT,C0016655,Multiple fractures,4.1
CID100002244,C0026857,text_mention,Musculoskeletal Diseases,PT,C0026857,Musculoskeletal disorder,4.1
CID100002244,C0027051,NLP_indication,Myocardial Infarction,PT,C0027051,Myocardial infarction,4.1
CID100002244,C0027121,text_mention,Myositis,PT,C0027121,Myositis,4.1
CID100002244,C0009443,NLP_indication,Common Cold,PT,C0027441,Nasopharyngitis,4.1
CID100002244,C0007859,NLP_indication,Neck Pain,PT,C0007859,Neck pain,4.1
CID100002244,C0027796,text_mention,Neuralgia,PT,C0027796,Neuralgia,4.1
CID100002244,C0029408,text_mention,Degenerative polyarthritis,PT,C0029408,Osteoarthritis,4.1
CID100002244,C0030193,NLP_indication,Pain,PT,C0030193,Pain,4.1
CID100002244,C0751466,text_mention,Phonophobia,PT,C0751466,Phonophobia,4.1
CID100002244,C0085636,NLP_indication,Photophobia,PT,C0085636,Photophobia,4.1
CID100002244,C0035435,text_mention,Rheumatism,PT,C3495832,Rheumatic disorder,4.1
CID100002244,C0035436,text_mention,Rheumatic Fever,PT,C0035436,Rheumatic fever,4.1
CID100002244,C0003873,text_mention,Rheumatoid Arthritis,PT,C0003873,Rheumatoid arthritis,4.1
CID100002244,C0009443,NLP_indication,Common Cold,PT,C0035455,Rhinitis,4.1
CID100002244,C1325847,text_mention,Sensitisation,PT,C1325847,Sensitisation,4.1
CID100002244,C0038012,text_mention,Spondylitis,PT,C0038012,Spondylitis,4.1
CID100002244,C0038012,text_mention,Spondylitis,PT,C0949691,Spondyloarthropathy,4.1
CID100002244,C0039103,text_mention,Synovitis,PT,C0039103,Synovitis,4.1
CID100002244,C0040460,text_mention,Toothache,PT,C0040460,Toothache,4.1
CID100002244,C0007787,NLP_indication,Transient Ischemic Attack,PT,C0007787,Transient ischaemic attack,4.1
CID100002249,C0027051,NLP_indication,Myocardial Infarction,PT,C0948089,Acute coronary syndrome,4.1
CID100002249,C0155626,NLP_indication,Acute myocardial infarction,PT,C0155626,Acute myocardial infarction,4.1
CID100002249,C0002962,NLP_indication,Angina Pectoris,PT,C0002962,Angina pectoris,4.1
CID100002249,C0003811,NLP_indication,Cardiac Arrhythmia,PT,C0003811,Arrhythmia,4.1
CID100002249,C0010054,text_mention,Coronary Arteriosclerosis,PT,C0010054,Arteriosclerosis coronary artery,4.1
CID100002249,C0004096,NLP_precondition,Asthma,PT,C0004096,Asthma,4.1
CID100002249,C0428977,NLP_precondition,Bradycardia,PT,C0428977,Bradycardia,4.1
CID100002249,C0018801,text_mention,Heart failure,PT,C0018801,Cardiac failure,4.1
CID100002249,C0008031,text_mention,Chest Pain,PT,C0008031,Chest pain,4.1
CID100002249,C0011849,text_mention,Diabetes Mellitus,PT,C0011849,Diabetes mellitus,4.1
CID100002249,C0011881,text_mention,Diabetic Nephropathy,PT,C0011881,Diabetic nephropathy,4.1
CID100002249,C0023895,text_mention,Liver diseases,PT,C0239571,Foetor hepaticus,4.1
CID100002249,C0023895,text_mention,Liver diseases,PT,C0151763,Hepatocellular injury,4.1
CID100002249,C0020473,text_mention,Hyperlipidemia,PT,C0020473,Hyperlipidaemia,4.1
CID100002249,C0020538,NLP_indication,Hypertensive disease,PT,C0020538,Hypertension,4.1
CID100002249,C0857121,NLP_precondition,Hypertensive (finding),PT,C0020538,Hypertension,4.1
CID100002249,C0020649,NLP_indication,Hypotension,PT,C0020649,Hypotension,4.1
CID100002249,C0023895,text_mention,Liver diseases,PT,C0023895,Liver disorder,4.1
CID100002249,C0027051,NLP_indication,Myocardial Infarction,PT,C0027051,Myocardial infarction,4.1
CID100002249,C0151744,NLP_indication,Myocardial Ischemia,PT,C0151744,Myocardial ischaemia,4.1
CID100002249,C1565489,text_mention,Renal Insufficiency,PT,C0035078,Renal failure,4.1
CID100002249,C1565489,text_mention,Renal Insufficiency,PT,C1565489,Renal impairment,4.1
CID100002249,C0221155,NLP_precondition,Systolic hypertension,PT,C0221155,Systolic hypertension,4.1
CID100002249,C0039231,text_mention,Tachycardia,PT,C0039231,Tachycardia,4.1
CID100002249,C0085612,NLP_indication,Ventricular arrhythmia,PT,C0085612,Ventricular arrhythmia,4.1
CID100002250,C0027051,NLP_indication,Myocardial Infarction,PT,C0948089,Acute coronary syndrome,4.1
CID100002250,C0474395,text_mention,Behavior showing increased motor activity,PT,C0085631,Agitation,4.1
CID100002250,C0001925,NLP_indication,Albuminuria,PT,C0001925,Albuminuria,4.1
CID100002250,C0001973,text_mention,"Alcoholic Intoxication, Chronic",PT,C0085762,Alcohol abuse,4.1
