stitch_flat_id,drug_name,sider_version,atc_codes
CID100003345,fentanyl,4.1,N01AH01; N02AB03
CID100014789,ferumoxytol,4.1,
CID106918558,fesoterodine,4.1,G04BD11
CID100003348,fexofenadine,4.1,R06AX26
CID106440191,fidaxomicin,4.1,
CID100003350,finasteride,4.1,D11AX10; G04CB01
CID100003354,flavoxate,4.1,G04BD02
CID100003355,flecainide,4.1,C01BC04
CID111501341,florbetaben,4.1,
CID124822371,florbetapir,4.1,
CID100003364,flucloxacillin,4.1,J01CF05
CID100003365,fluconazole,4.1,D01AC15; J02AC01
CID100003367,fludarabine,4.1,L01BB05
CID100003370,fludrocortisone,4.1,
CID100031378,fludrocortisone,4.1,H02AA02
CID100003373,flumazenil,4.1,V03AB25
CID100003375,flumethasone,4.1,D07AB03; D07AC10; D07XB01
CID100003379,flunisolide,4.1,R01AD04; R03BA03
CID100003380,flunitrazepam,4.1,N05CD03
CID100003381,fluocinolone,4.1,C05AA10; D07AC04; S01BA15; S02BA08
CID100091488,fluocinolone,4.1,
CID100003382,fluocinonide,4.1,C05AA11; D07AC08
CID100016850,fluorescein,4.1,S01JA01
CID100014917,fluoride,4.1,
CID100003384,fluorometholone,4.1,C05AA06; D07AB06; D07XB04; D10AA01; S01BA07; S01CB05
CID100003386,fluoxetine,4.1,N06AB03
CID100003387,fluoxymesterone,4.1,G03BA01
CID100003372,fluphenazine,4.1,N05AB02
CID100003388,fluphenazine,4.1,
CID100003392,flurandrenolone,4.1,D07AC07
CID100003393,flurazepam,4.1,N05CD01
CID100003394,flurbiprofen,4.1,M01AE09; M02AA19; R02AX01; S01BC04
CID100003397,flutamide,4.1,L02BB01
CID100003399,fluticasone,4.1,
CID100062924,fluticasone,4.1,D07AC17; R01AD08; R03BA05
CID109854489,fluticasone,4.1,R01AD12
CID103081276,fluticasone/salmeterol,4.1,
CID100003403,fluvastatin,4.1,C10AA04
CID100003404,fluvoxamine,4.1,N06AB08
CID100003405,folate,4.1,B03BB01
CID100123611,fondaparinux,4.1,B01AX05
CID100003410,formoterol,4.1,R03AC13
CID100131535,fosamprenavir,4.1,J05AE07
CID100219090,fosaprepitant,4.1,
CID106918366,fosaprepitant,4.1,
CID100003414,foscarnet,4.1,J05AD01
CID100003417,fosfomycin,4.1,J01XX01
CID100054331,fosfomycin,4.1,
CID100003419,fosinopril,4.1,C09AA09
CID100062956,fosinoprilat,4.1,
CID100056338,fosphenytoin,4.1,N03AB05
CID103038497,fospropofol,4.1,
CID100104799,fotemustine,4.1,L01AD05
CID100077992,frovatriptan,4.1,N02CC07
CID100003440,furosemide,4.1,C03CA01
CID100003443,fusidic,4.1,D06AX01; D09AA02; J01XC01; S01AA13
CID100003446,gabapentin,4.1,N03AX12
CID100197281,gadobenate,4.1,V08CA08
CID106102852,gadobutrol,4.1,V08CA09
CID100060754,gadodiamide,4.1,V08CA03
CID111672461,gadofosveset,4.1,V08CA11
CID100023982,gadolinium,4.1,
CID100157429,gadopentetate,4.1,
CID100060714,gadoteridol,4.1,V08CA04
CID100444013,gadoversetamide,4.1,V08CA06
CID100003449,galantamine,4.1,N06DA04
CID100000119,gamma-aminobutyric,4.1,L03AA03; N03AG03
CID100003454,ganciclovir,4.1,J05AB06; S01AD09
CID100005379,gatifloxacin,4.1,J01MA16; S01AX21
CID100123631,gefitinib,4.1,L01XE02
CID100003461,gemcitabine,4.1,L01BC05
CID100003462,gemeprost,4.1,G02AD03
CID100003463,gemfibrozil,4.1,C10AB04
CID100072938,gemifloxacin,4.1,J01MA15
CID100003467,gentamicin,4.1,D06AX07; J01GB03; S01AA11; S02AA14; S03AA06
CID100003488,glibenclamide,4.1,A10BB01
CID100003475,gliclazide,4.1,A10BB09
CID100003476,glimepiride,4.1,A10BB12
CID100003478,glipizide,4.1,A10BB07
CID116132283,glucagon,4.1,H04AA01
CID124838347,glucagon,4.1,
CID100000206,glucose,4.1,A12AA07; A12BA01; A12CA01; B05CB01; B05CX01; B05XA01; B05XA03; B05XA07; G04BA03; V04CA02; V04CE01; V06DC01
CID100024748,glucose,4.1,
CID100000738,glutamine,4.1,A16AA03
CID100000753,glycerol,4.1,A06AG04; A06AX01
CID110482134,glycerol,4.1,
CID100000750,glycine,4.1,B05CX03
CID100003494,glycopyrrolate,4.1,A03AB02
CID100022318,gold,4.1,M01CB01
CID100036523,gonadorelin,4.1,H01CA01; V04CM01
CID100003510,granisetron,4.1,A04AA02
CID100000297,graphene,4.1,
CID100003512,griseofulvin,4.1,D01AA08; D01BA01
CID100003516,guaifenesin,4.1,R05CA03
CID100003519,guanfacine,4.1,C02AC02
CID100003520,guanidinium,4.1,
CID100003553,halcinonide,4.1,D07AD02
CID105311167,halobetasol,4.1,
CID100037392,halofantrine,4.1,P01BX01
CID100003559,haloperidol,4.1,N05AD01
CID100455658,hemin,4.1,
CID153477714,heparin,4.1,B01AB01; C05BA03; S01XA14
CID116131310,hepatitis,4.1,
CID124846132,hetastarch,4.1,
CID100003598,hexachlorophene,4.1,D08AE01
CID100002123,hexamethylmelamine,4.1,L01XX03
CID106433082,hexaminolevulinate,4.1,
CID100000774,histamine,4.1,L03AX14; V04CG03
CID100003623,homatropine,4.1,S01FA05
CID100003637,hydralazine,4.1,C02DB02
CID100003639,hydrochlorothiazide,4.1,C03AA03
CID100022258,hydrocodone,4.1,R05DA03
CID100003642,hydrocortisone,4.1,D07AB02
CID100003647,hydroflumethiazide,4.1,C03AA02
CID100003648,hydromorphone,4.1,N02AA03
CID104479097,hydroxocobalamin,4.1,B03BA03; V03AB33
CID100010413,hydroxybutyrate,4.1,N01AX11; N07XX04
CID100003652,hydroxychloroquine,4.1,P01BA02
CID100000961,hydroxyl,4.1,
CID153627505,hydroxypropyl,4.1,
CID100003657,hydroxyurea,4.1,L01XX05
CID100003658,hydroxyzine,4.1,N05BB01
CID100060852,ibandronate,4.1,M05BA06
CID100003672,ibuprofen,4.1,C01EB16; G02CC01; M01AE01; M01AE14; M02AA13
CID100060752,ibutilide,4.1,C01BD05
CID100003517,icodextrin,4.1,
CID100003685,idarubicin,4.1,L01DB06
CID100003690,ifosfamide,4.1,L01AA06
CID100071360,iloperidone,4.1,
CID100054313,iloprost,4.1,B01AC11
CID100005291,imatinib,4.1,L01XE01
CID100003696,imipramine,4.1,N06AA02
CID100057469,imiquimod,4.1,D06BB10
CID106433117,indacaterol,4.1,R03AC18
CID100003702,indapamide,4.1,C03BA11
CID100003706,indinavir,4.1,J05AE02
CID100003715,indomethacin,4.1,C01EB03; M01AB01; M02AA23; S01BC01
CID116137271,insulin,4.1,A10AE05
CID100024841,iodide,4.1,
CID100003739,iodipamide,4.1,V08AC04
CID100003724,iodixanol,4.1,V08AB09
CID100003730,iohexol,4.1,V08AB02
CID100003734,iopamidol,4.1,V08AB04
CID100003736,iopromide,4.1,V08AB05
CID100003738,iotrolan,4.1,V08AB06
CID100003741,ioversol,4.1,V08AB07
CID100003742,ioxaglate,4.1,V08AB03
CID100003743,ioxilan,4.1,V08AB12
CID100003746,ipratropium,4.1,R01AX03; R03BB01
CID100003749,irbesartan,4.1,C09CA04
CID109831761,irbesartan-hydrochlorothiazide,4.1,
CID100003750,irinotecan,4.1,L01XX19
CID106850789,iron,4.1,B03AB02; B03AC02
CID100003759,isocarboxazid,4.1,N06AF01
CID100003763,isoflurane,4.1,N01AB06
CID100012597,isomannide,4.1,
CID100003767,isoniazid,4.1,J04AC01
CID100003777,isopropyl,4.1,
CID100003779,isoproterenol,4.1,C01CA02; R03AB02; R03CB01
CID100003780,isosorbide,4.1,C01DA08; C05AE02
CID100027661,isosorbide-5-mononitrate,4.1,C01DA14
CID100004695,isosulfan,4.1,
CID100003783,isoxsuprine,4.1,C04AA01
CID100003784,isradipine,4.1,C08CA03
CID100003793,itraconazole,4.1,J02AC02
CID100132999,ivabradine,4.1,C01EB17
CID116220172,ivacaftor,4.1,
CID106435110,ivermectin,4.1,P02CF01
CID106445540,ixabepilone,4.1,L01DC04
CID100000815,kanamycin,4.1,A07AA08; J01GB04; S01AA24
CID100003821,ketamine,4.1,N01AX03; N01AX14
CID100003823,ketoconazole,4.1,D01AC08; G01AF11; J02AB02
CID100003825,ketoprofen,4.1,M01AE03; M01AE17; M02AA10
CID100003826,ketorolac,4.1,M01AB15; S01BC05
CID100084003,ketorolac,4.1,
CID100003827,ketotifen,4.1,R06AX17; S01GX08
CID100003869,labetalol,4.1,C07AG01
CID100219078,lacosamide,4.1,N03AX18
CID100000612,lactate,4.1,G01AD01
CID100003872,lactulose,4.1,A06AD11
CID100003877,lamivudine,4.1,J05AF05
CID100003878,lamotrigine,4.1,N03AX09
CID100071348,lanreotide,4.1,H01CB03
CID100003883,lansoprazole,4.1,A02BC03
CID100023926,lanthanum,4.1,
CID100168924,lanthanum,4.1,V03AE03
CID100208908,lapatinib,4.1,L01XE07
CID100216416,lasofoxifene,4.1,
CID100003890,latanoprost,4.1,S01EE01
CID100003899,leflunomide,4.1,L04AA13
CID100216326,lenalidomide,4.1,L04AX04
CID100065866,lercanidipine,4.1,C08CA13
CID100003902,letrozole,4.1,L02BG04
CID100000143,leucovorin,4.1,V03AF03; V03AF04; V03AF06
CID106850791,leuprorelin,4.1,
CID100059708,levetiracetam,4.1,N03AX14
CID100003914,levobunolol,4.1,S01ED03
CID100003915,levocabastine,4.1,R01AC02; S01GX02
CID100104778,levodopa/carbidopa,4.1,
CID100003916,levomepromazine,4.1,N05AA02
CID100004542,levonorgestrel,4.1,G03AC03
CID100060867,levosimendan,4.1,C01CX08
CID100003676,lidocaine,4.1,C01BB01; C05AD01; D04AB01; N01BB02; R02AD02; S01HA07; S02DA01
CID116158207,linaclotide,4.1,
CID110096344,linagliptin,4.1,
CID100003928,lincomycin,4.1,J01FF02
CID100000727,lindane,4.1,P03AB02
CID100003929,linezolid,4.1,J01XX08
CID116134956,liraglutide,4.1,A10BX07
CID111597697,lisdexamfetamine,4.1,
CID100003938,lisuride,4.1,G02CB02; N02CA07
CID100011125,lithium,4.1,
CID100028486,lithium,4.1,N05AN01
CID100044563,lodoxamide,4.1,
CID100044564,lodoxamide,4.1,S01GX05
CID100003948,lomefloxacin,4.1,J01MA07; S01AX17
CID109853053,lomitapide,4.1,
CID100003950,lomustine,4.1,L01AD02
CID100003954,loperamide,4.1,A07DA03
CID100003957,loratadine,4.1,R06AX13
CID100003958,lorazepam,4.1,N05BA06
CID110465263,lorcaserin,4.1,
CID100013314,lormetazepam,4.1,N05CD06
CID100003961,losartan,4.1,C09CA01
CID100054808,loteprednol,4.1,S01BA14
CID100003962,lovastatin,4.1,C10AA02
CID100003964,loxapine,4.1,N05AH01
CID100157920,lubiprostone,4.1,A06AX03
CID100214339,luliconazole,4.1,
CID100213046,lurasidone,4.1,
CID154687131,lymecycline,4.1,J01AA04
CID100060751,mTHPC,4.1,L01XD05
CID116004692,macitentan,4.1,
CID100003998,mafenide,4.1,D06BA03
CID100000888,magnesium,4.1,A12CC30
CID100004004,malathion,4.1,P03AX03
CID100069512,malvidin,4.1,
CID100000453,mannitol,4.1,A06AD16; A06AD18; A06AG07; B05BC01; B05CX02; B05CX04; V04CC01
CID100004011,maprotiline,4.1,N06AA21
CID100483407,maraviroc,4.1,J05AX09
CID100004030,mebendazole,4.1,P02CA01
CID100004031,mebeverine,4.1,A03AA04
CID100054158,mebrofenin,4.1,
CID100004032,mecamylamine,4.1,C02BB01
CID100004036,meclofenamate,4.1,M01AG04; M02AA18
CID100004042,medroxyprogesterone,4.1,
CID100010631,medroxyprogesterone,4.1,G03AC06; G03DA02; L02AB02
CID100004043,medrysone,4.1,S01BA08
CID100004044,mefenamic,4.1,M01AG01
CID100004046,mefloquine,4.1,P01BC02
CID100004048,megestrol,4.1,
CID100019090,megestrol,4.1,G03AC05; G03DB02; L02AB01
CID100000896,melatonin,4.1,N05CH01
CID100004051,meloxicam,4.1,M01AC06
CID100004053,melphalan,4.1,L01AA03
CID100004054,memantine,4.1,N06DX01
CID100004058,meperidine,4.1,N02AB02
CID100004060,mephenytoin,4.1,N03AB04
CID100004062,mepivacaine,4.1,N01BB03
CID100004064,meprobamate,4.1,N05BC01
CID100004992,mepyramine,4.1,D04AA02; R06AC01
CID100060706,meropenem,4.1,J01DH02
CID100000598,mesna,4.1,R05CB05; V03AF01
CID100060860,metaiodobenzylguanidine,4.1,
CID100004086,metaproterenol,4.1,R03AB03; R03CB03
CID100015459,metaxalone,4.1,
CID100004091,metformin,4.1,A10BA02
CID100001993,methacholine,4.1,
CID100004095,methadone,4.1,N07BC02
CID100001206,methamphetamine,4.1,N06BA03
CID100001798,methazolamide,4.1,S01EC05
CID100004101,methenamine,4.1,J01XX05
CID100021945,methenamine,4.1,
CID101349907,methimazole,4.1,H03BB02
CID100004107,methocarbamol,4.1,M03BA03
CID100009034,methohexital,4.1,N01AF01; N05CA15
CID100004112,methotrexate,4.1,L01BA01; L04AX03
CID100006476,methsuximide,4.1,N03AD03
CID100004121,methyclothiazide,4.1,C03AA08
CID100157921,methyl,4.1,L01XD03
CID100004138,methyldopa,4.1,C02AB01; C02AB02
CID100004139,methylene,4.1,V03AB17; V04CG05
CID100016124,methylene,4.1,
CID100004140,methylergometrine,4.1,G02AB01
CID105361917,methylnaltrexone,4.1,A06AH01
CID100004158,methylphenidate,4.1,N06BA04; N06BA11
CID100001875,methylprednisolone,4.1,
CID100004159,methylprednisolone,4.1,D07AA01; D10AA02; H02AB04
CID100004160,methyltestosterone,4.1,G03BA02; G03EK01
CID100004163,methysergide,4.1,N02CA04
CID100031477,metipranolol,4.1,S01ED04
CID100004168,metoclopramide,4.1,A03FA01
CID100004170,metolazone,4.1,C03BA08
CID100004171,metoprolol,4.1,C07AB02
CID100004173,metronidazole,4.1,A01AB17; D06BX01; G01AF01; J01XD01; P01AB01
CID100004174,metyrapone,4.1,V04CD01
CID100004178,mexiletine,4.1,C01BB02
CID100004184,mianserin,4.1,N06AX03
CID100004189,miconazole,4.1,A01AB09; A07AC01; D01AC02; G01AF04; J02AB01; S02AA13
CID100004192,midazolam,4.1,N05CD08
CID100004195,midodrine,4.1,C01CA17
CID100004196,mifepristone,4.1,G03XB01
CID100051577,miglitol,4.1,A10BF02
CID100051634,miglustat,4.1,A16AX06
CID100055480,milnacipran,4.1,N06AX17
CID100004197,milrinone,4.1,C01CE02
CID126275995,minocycline,4.1,A01AB23; J01AA08
CID100004201,minoxidil,4.1,C02DC01; D11AX01
CID144564107,mipomersen,4.1,
CID109865528,mirabegron,4.1,
CID100004205,mirtazapine,4.1,N06AX11
CID100042955,misoprostol,4.1,A02BB01; G02AD06
CID100005746,mitomycin,4.1,L01DC03
CID100004211,mitotane,4.1,L01XX23
CID100004212,mitoxantrone,4.1,L01DB07
CID100071316,mivacurium,4.1,M03AC10
CID100004235,moclobemide,4.1,N06AG02
CID100004236,modafinil,4.1,N06BA07
CID100055331,moexiprilat,4.1,
CID100023897,molindone,4.1,N05AE02
CID100004240,mometasone,4.1,
CID100123620,mometasone,4.1,D07AC13; D07XC03; R01AD09; R03BA07
CID100004034,monamine,4.1,R06AE05
CID100007638,monobenzone,4.1,D11AX13
CID100000700,monoethanolamine,4.1,
CID100061799,monomethylfumarate,4.1,
CID100003256,monomycin,4.1,
CID100004248,montelukast,4.1,R03DC03
CID100004253,morphine,4.1,N02AA01
CID100004259,moxifloxacin,4.1,J01MA14; S01AX22
CID100004810,moxonidine,4.1,C02AC05
CID100004264,mupirocin,4.1,D06AX09; R01AX06
CID100004271,mycophenolate,4.1,
CID100004272,mycophenolic,4.1,L04AA06
CID156842239,n-3,4.1,
CID100039860,nabilone,4.1,A04AD11
CID100004409,nabumetone,4.1,M01AX01
CID100004411,nadolol,4.1,C07AA12
CID100008982,nafcillin,4.1,
CID100047640,naftifine,4.1,D01AE22
CID100004419,nalbuphine,4.1,N02AF02
CID100004421,nalidixic,4.1,J01MB02
CID100004422,nalmefene,4.1,
CID100004425,naloxone,4.1,V03AB15
CID100004428,naltrexone,4.1,N07BB04
CID100004432,nandrolone,4.1,
CID100009904,nandrolone,4.1,A14AB01; S01XA11
CID100004436,naphazoline,4.1,R01AA08; R01AB02; S01GA01
CID100001301,naproxen,4.1,G02CC02; M01AE02; M02AA12
CID100004440,naratriptan,4.1,N02CC02
CID100441382,natamycin,4.1,A01AB10; A07AA03; D01AA02; G01AA02; S01AA10
CID100004443,nateglinide,4.1,A10BX03
CID100071301,nebivolol,4.1,C07AB12
CID100050294,nedocromil,4.1,R01AC07; R03BC03; S01GX04
CID100004449,nefazodone,4.1,N06AX06
CID100004450,nefopam,4.1,N02BG06
CID100096312,nelarabine,4.1,L01BB07
CID100004451,nelfinavir,4.1,J05AE04
CID100004454,neomycin,4.1,A01AB08; A07AA01; B05CA09; D06AX04; D09AA01; J01GB05; R01AX08; R02AB01; S01AA03; S01AA07; S02AA07; S03AA01
CID100004456,neostigmine,4.1,N07AA01; S01EB06
CID100151075,nepafenac,4.1,S01BC10
CID122834577,nesiritide,4.1,C01DX19
CID100004463,nevirapine,4.1,J05AG01
CID100000937,niacin,4.1,C04AC01; C10AD02
CID100004473,nicardipine,4.1,C08CA04
CID100047528,nicorandil,4.1,C01DX16
CID100000942,nicotine,4.1,N07BA01
CID100004485,nifedipine,4.1,C08CA05
CID100644241,nilotinib,4.1,L01XE08
CID100004493,nilutamide,4.1,L02BB02
CID100004497,nimodipine,4.1,C08CA06
CID100004499,nisoldipine,4.1,C08CA07
CID100041684,nitazoxanide,4.1,P01AX11
CID100004506,nitrazepam,4.1,N05CD02
CID100145068,nitric,4.1,R07AX01
CID100000946,nitrite,4.1,
CID100004509,nitrofurantoin,4.1,J01XE01
CID100004033,nitrogen,4.1,L01AA05
CID100004510,nitroglycerin,4.1,C01DA02; C05AE01
CID111947681,nitroprusside,4.1,C02DD01
CID100000948,nitrous,4.1,N01AX13
CID100004513,nizatidine,4.1,A02BA04
CID100000951,norepinephrine,4.1,C01CA03
CID100004536,norethisterone,4.1,G03AC01; G03DC02
CID100004539,norfloxacin,4.1,J01MA06; S01AX12
CID100004543,nortriptyline,4.1,N06AA10
CID100004568,nystatin,4.1,A07AA02; D01AA01; G01AA01
CID116158473,o291,4.1,
CID116132344,oCRH,4.1,V04CD04
CID105488383,ofatumumab,4.1,L01XC10
CID100004583,ofloxacin,4.1,J01MA01; J01MA12; S01AX11; S01AX19; S02AA16
CID100023703,ogen,4.1,
CID100004585,olanzapine,4.1,N05AH03
CID100130881,olmesartan,4.1,C09CA08
CID100158781,olmesartan,4.1,
CID109800339,olodaterol,4.1,
CID100060864,olopatadine,4.1,R01AC08; S01GX09
CID105462337,olsalazine,4.1,A07EC03
CID100004594,omeprazole,4.1,A02BC01; A02BC05
CID100004595,ondansetron,4.1,A04AA01
CID100004599,orlistat,4.1,A08AB01
CID100004601,orphenadrine,4.1,M03BC01; N04AB02
CID100004603,oseltamivir,4.1,J05AH02
CID100148127,ospemifene,4.1,
CID100004607,oxacillin,4.1,J01CF04
CID100004609,oxaliplatin,4.1,L01XA03
CID100005878,oxandrolone,4.1,A14AA08
CID100004614,oxaprozin,4.1,M01AE12
CID100004616,oxazepam,4.1,N05BA04
CID100034312,oxcarbazepine,4.1,N03AF02
CID100004623,oxiconazole,4.1,D01AC11; G01AF17
CID100004631,oxprenolol,4.1,C07AA02
CID100004634,oxybutynin,4.1,G04BD04
CID100004635,oxycodone,4.1,N02AA05
CID100004638,oxymetholone,4.1,A14AA05
CID100004639,oxymorphone,4.1,
CID144134877,oxytetracycline,4.1,D06AA03; G01AA07; J01AA06; S01AA04
CID100005771,oxytocin,4.1,H01BB02
CID100002148,p-aminohippurate,4.1,V04CH30
CID100004666,paclitaxel,4.1,L01CD01
CID100115237,paliperidone,4.1,N05AX13
CID100148211,palonosetron,4.1,A04AA05
CID100004673,pamidronate,4.1,M05BA03
CID100004675,pancuronium,4.1,M03AC01
CID100004679,pantoprazole,4.1,A02BC02
CID100004680,papaverine,4.1,A03AD01; G04BE02
CID100031264,paraldehyde,4.1,N05CC05
CID100119828,parecoxib,4.1,M01AH04
CID100077996,paricalcitol,4.1,H05BX02
CID100004689,paromomycin,4.1,A07AA06
CID100004691,paroxetine,4.1,N06AB05
CID110113978,pazopanib,4.1,L01XE11
CID100158786,pegaptanib,4.1,
CID156603655,pegaptanib,4.1,S01LA03
CID100060843,pemetrexed,4.1,L01BA04
CID100057697,pemirolast,4.1,
CID100004724,penbutolol,4.1,C07AA23
CID100004725,penciclovir,4.1,D06BB06; J05AB13
CID100002349,penicillin,4.1,J01CE01; S01AA14
CID100004730,penicillin,4.1,J01CE02
CID100004735,pentamidine,4.1,
CID116213095,pentastarch,4.1,B05AA07
CID100004736,pentazocine,4.1,N02AD01
CID100004737,pentobarbital,4.1,N05CA01
CID100037720,pentosan,4.1,C05BA04
CID100004739,pentostatin,4.1,L01XX08
CID100004740,pentoxifylline,4.1,C04AD03
CID109924495,perampanel,4.1,
CID100004745,pergolide,4.1,N04BC02
CID100004746,perhexiline,4.1,C08EX02
CID100060183,perindopril,4.1,
CID100060184,perindopril,4.1,C09AA04
CID100072022,perindoprilat,4.1,
CID100040159,permethrin,4.1,P03AC04
CID100004748,perphenazine,4.1,N05AB03
CID123689036,pertechnetate,4.1,
CID100006468,phencyclidine,4.1,
CID100012460,phendimetrazine,4.1,
CID100003675,phenelzine,4.1,N06AF03
CID100004763,phenobarbital,4.1,N03AA02
CID100004768,phenoxybenzamine,4.1,C04AX02
CID100004771,phentermine,4.1,A08AA01
CID100005775,phentolamine,4.1,C04AB01; G04BE05
CID100004756,phenylazo,4.1,G04BX06
CID100007012,phenylbutyric,4.1,
CID100004782,phenylephrine,4.1,C01CA06; R01AA04; R01AB01; R01BA03; S01FB01; S01GA05
CID100003848,phenyllactate,4.1,
CID100004786,phenylpropanolamine,4.1,A08AA07; R01BA01
CID100001775,phenytoin,4.1,N03AB02
CID100001003,phosphate,4.1,
CID100004811,physostigmine,4.1,S01EB05; V03AB19
CID100004819,pilocarpine,4.1,N07AX01; S01EB01
CID103055172,pimecrolimus,4.1,D11AH02
CID100016362,pimozide,4.1,N05AG02
CID100040703,pinaverium,4.1,A03AX04
CID100004828,pindolol,4.1,C07AA03
CID100004829,pioglitazone,4.1,A10BG03
CID100004834,piperacillin,4.1,J01CA12
CID100004845,pirbuterol,4.1,R03AC08; R03CC07
CID100040632,pirfenidone,4.1,
CID123690938,piroxicam,4.1,M01AC01; M02AA07; S01BC06
CID100132804,pitavastatin,4.1,C10AA08
CID100134019,pixantrone,4.1,
CID100027400,pizotifen,4.1,N02CX01
CID100004865,podophyllotoxin,4.1,D06BB04
CID100168625,poly(styrene,4.1,V03AE01
CID100004868,polymyxin,4.1,A07AA05; J01XB02; S01AA18; S02AA11; S03AA03
CID105327147,polyoxyethylene,4.1,
CID100004870,polythiazide,4.1,C03AA05
CID100134780,pomalidomide,4.1,
CID124826799,ponatinib,4.1,
CID100147912,posaconazole,4.1,J02AC04
CID100000813,potassium,4.1,
CID100024450,potassium,4.1,
CID100148121,pralatrexate,4.1,L01BA05
CID105353894,pralidoxime,4.1,V03AB04
CID100004885,pramipexole,4.1,N04BC05
CID106918456,prasugrel,4.1,B01AC22
CID100004889,pravastatin,4.1,C10AA03
CID100004891,praziquantel,4.1,P02BA01
CID100004893,prazosin,4.1,C02CA01
CID100052421,prednicarbate,4.1,D07AC18
CID100004894,prednisolone,4.1,A07EA01; C05AA04; D07AA03; D07XA02; H02AB06; R01AD02; S01BA04; S01CB02; S02BA03; S03BA02
CID100004895,prednisolone,4.1,
CID100004896,prednisolone,4.1,
CID100004900,prednisone,4.1,A07EA03; H02AB07
CID100125889,pregabalin,4.1,N03AX16
CID100004906,prilocaine,4.1,N01BB04
CID100004908,primaquine,4.1,P01BA03
CID100004909,primidone,4.1,N03AA03
CID100004911,probenecid,4.1,M04AB01
CID100004913,procainamide,4.1,C01BA02
CID100004914,procaine,4.1,C05AD05; N01BA02; S01HA05
CID100022502,procaine,4.1,J01CE09
CID100004915,procarbazine,4.1,L01XB01
CID100004917,prochlorperazine,4.1,N05AB04
CID100004920,progesterone,4.1,G03DA04
CID100004923,proguanil,4.1,P01BB01
CID100004927,promethazine,4.1,D04AA10; R06AD02
CID100004932,propafenone,4.1,C01BC03
CID100004934,propantheline,4.1,A03AB05
CID100004935,proparacaine,4.1,S01HA04
CID100004747,propericiazine,4.1,N05AC01
CID100004943,propofol,4.1,N01AX10
CID100010100,propoxyphene,4.1,N02AC04
CID100028332,propoxyphene,4.1,
CID100004946,propranolol,4.1,C07AA05
CID100657298,propylthiouracil,4.1,H03BA02
CID100000159,prostacyclin,4.1,B01AC09
CID100000160,prostaglandin,4.1,G02AD01
CID100004976,protriptyline,4.1,N06AA11
CID103052762,prucalopride,4.1,A03AE04
CID100004989,pyrantel,4.1,P02CC01
CID100001046,pyrazinamide,4.1,J04AK01
CID100004991,pyridostigmine,4.1,N07AA02
CID100001054,pyridoxine,4.1,A11HA02
CID100004993,pyrimethamine,4.1,P01BD01
CID100004999,quazepam,4.1,N05CD10
CID100005002,quetiapine,4.1,N05AH04
CID100005005,quinapril,4.1,C09AA06
CID100107994,quinaprilat,4.1,
CID100001065,quinidine,4.1,C01BA01; P01BC01
CID100000785,quinol,4.1,D11AX11
CID100005029,rabeprazole,4.1,A02BC04; M01AA05; M02AA03
CID106328144,radium,4.1,
CID100005035,raloxifene,4.1,G03XC01
CID123668479,raltegravir,4.1,J05AX08
CID100104758,raltitrexed,4.1,L01BA03
CID100208902,ramelteon,4.1,N05CH02
CID100005038,ramipril,4.1,C09AA05
CID105464096,ramiprilat,4.1,
CID100005039,ranitidine,4.1,A02BA02
CID100056959,ranolazine,4.1,C01EB18
CID100005040,rapamycin,4.1,L04AA10
CID100122316,rasagiline,4.1,N04BD02
CID100102258,rasburicase,4.1,M04AX01; V03AF07
CID100065856,reboxetine,4.1,N06AX18
CID100219024,regadenoson,4.1,C01EB21
CID111167602,regorafenib,4.1,
CID100060814,remifentanil,4.1,N01AH06
CID100004547,repaglinide,4.1,A10BX02
CID100005051,rescinnamine,4.1,C02AA01
CID100005052,reserpine,4.1,C02AA02
CID106918462,retapamulin,4.1,D06AX13
CID100121892,retigabine,4.1,
CID100005538,retinoic,4.1,D10AD01; D10AD04; D10BA01; D11AX19; L01XX14; L01XX22
CID100001071,retinol,4.1,A11CA01; D10AD02; R01AX02; S01XA02
CID100005064,ribavirin,4.1,J05AB04
CID105361912,rifabutin,4.1,J04AB04
CID105381226,rifampicin,4.1,J04AB02
CID106323497,rifapentine,4.1,J04AB05
CID100072111,rifaximin,4.1,A07AA11; D06AX11
CID103006171,rilpivirine,4.1,
CID100005070,riluzole,4.1,N07XX02
CID100005071,rimantadine,4.1,J05AC02
CID100039507,rimexolone,4.1,H02AB12; S01BA13
CID100104849,rimonabant,4.1,A08AX01
CID111304743,riociguat,4.1,
CID100005245,risedronate,4.1,M05BA07
CID100005073,risperidone,4.1,N05AX08
CID100005076,ritonavir,4.1,J05AE03
CID106433119,rivaroxaban,4.1,B01AX06
CID100005077,rivastigmine,4.1,N06DA03
CID100005078,rizatriptan,4.1,N02CC04
CID100060695,rocuronium,4.1,M03AC09
CID100005090,rofecoxib,4.1,M01AH02
CID100449193,roflumilast,4.1,R03DX07
CID100005095,ropinirole,4.1,N04BC04
CID100071273,ropivacaine,4.1,N01BB09
CID100077998,rosiglitazone,4.1,A10BG02
CID100129806,rosuvastatin,4.1,C10AA07
CID100057537,rotigotine,4.1,N04BC09
CID100005106,roxithromycin,4.1,J01FA06
CID100129228,rufinamide,4.1,N03AF03
CID117754772,ruxolitinib,4.1,
CID100135113,sacrosidase,4.1,A16AB06
CID100002083,salbutamol,4.1,R03AC02; R03CC02
